From_Date,To_Date
05/21/2023,05/31/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
,33270745 / 05/30/2023,PU,PCS : 1     WT : 10.00,PU#   10088795,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 5/30/2023 03:25,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 5/30/2023 03:27,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270758 / 05/30/2023,PU,PCS : 1     WT : 10.00,PU#   10088808,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : ,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270825 / 05/30/2023,PU,PCS : 1     WT : 10.00,PU#   10088875,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 5/30/2023 04:41,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 5/30/2023 04:43,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270835 / 05/30/2023,PU,PCS : 1     WT : 10.00,PU#   10088885,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 5/30/2023 04:58,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 5/30/2023 05:00,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33269914 / 05/29/2023,DL,PCS : 1     WT : 10.00,PU#   10087964,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 5/29/2023 10:36,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 5/29/2023 10:37,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270076 / 05/29/2023,DL,PCS : 1     WT : 10.00,PU#   10088126,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 5/29/2023 12:06,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 5/29/2023 12:08,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270093 / 05/29/2023,DL,PCS : 1     WT : 10.00,PU#   10088143,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 5/29/2023 12:21,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 5/29/2023 12:23,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270745 / 05/30/2023,DL,PCS : 1     WT : 10.00,PU#   10088795,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 5/30/2023 02:32,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 5/30/2023 02:34,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270825 / 05/30/2023,DL,PCS : 1     WT : 10.00,PU#   10088875,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 5/30/2023 03:50,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 5/30/2023 03:52,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270835 / 05/30/2023,DL,PCS : 1     WT : 10.00,PU#   10088885,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 5/30/2023 04:07,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 5/30/2023 04:08,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33262851 / 05/25/2023,PU,PCS : 1     WT : 24.00,PU#   10080901,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33262901 / 05/25/2023,PU,PCS : 1     WT : 24.00,PU#   10080951,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33263086 / 05/25/2023,PU,PCS : 1     WT : 24.00,PU#   10081136,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33263377 / 05/25/2023,PU,PCS : 1     WT : 24.00,PU#   10081427,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33264922 / 05/26/2023,PU,PCS : 1     WT : 24.00,PU#   10082972,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33268901 / 05/29/2023,PU,PCS : 1     WT : 24.00,PU#   10086951,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 5/29/2023 00:20,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 5/29/2023 00:22,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33268962 / 05/29/2023,PU,PCS : 1     WT : 24.00,PU#   10087012,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 5/29/2023 01:16,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 5/29/2023 01:17,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270055 / 05/29/2023,PU,PCS : 1     WT : 24.00,PU#   10088105,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 5/29/2023 11:47,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 5/29/2023 11:48,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270743 / 05/30/2023,PU,PCS : 1     WT : 2.00,PU#   10088793,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 5/30/2023 02:14,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 5/30/2023 02:15,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270946 / 05/30/2023,PU,PCS : 1     WT : 2.00,PU#   10088996,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 5/30/2023 04:30,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 5/30/2023 04:32,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33271044 / 05/30/2023,PU,PCS : 1     WT : 3.00,PU#   10089094,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : ,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33271125 / 05/30/2023,PU,PCS : 1     WT : 3.00,PU#   10089175,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : ,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33271784 / 05/30/2023,PU,PCS : 1     WT : 3.00,PU#   10089834,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : ,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33262844 / 05/25/2023,PU,PCS : 1     WT : 20.00,PU#   10080894,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33264898 / 05/26/2023,PU,PCS : 1     WT : 20.00,PU#   10082948,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33264962 / 05/26/2023,PU,PCS : 1     WT : 20.00,PU#   10083012,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33265017 / 05/26/2023,PU,PCS : 1     WT : 20.00,PU#   10083067,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33268959 / 05/29/2023,PU,PCS : 1     WT : 20.00,PU#   10087009,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,33270958 / 05/30/2023,PU,PCS : 1     WT : 3.00,PU#   10089008,PARK RIDGE HOSPITAL,100 HOSPITAL DR,,"HENDERSONVILLE, NC 28792",PU TM : 5/30/2023 05:43,FedEx Ship Center,620 Ferncliff Park Dr,,"FLETCHER, NC 28732",DEL TM : 5/30/2023 05:45,,           TotalShipment : 52        Total PCS : 52        Total WT :  620      
,,,,,,,,,,,,,,,           Shipment : 52        SubTotal PCS : 52        SubTotal WT :  620      ,           TotalShipment : 52        Total PCS : 52        Total WT :  620      

