From_Date,To_Date
07/02/2022,07/12/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
,32412938 / 07/06/2022,PU,PCS : 2     WT : 20.00,PU#   3418173,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/6/2022 05:26,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/6/2022 06:29,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32413343 / 07/06/2022,PU,PCS : 1     WT : 20.00,PU#   3418577,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/7/2022 01:14,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : 7/7/2022 01:16,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32414652 / 07/07/2022,PU,PCS : 2     WT : 20.00,PU#   3419886,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/7/2022 02:40,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/7/2022 03:41,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32414721 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3419955,AUTOMATION RV (F5505),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32416479 / 07/07/2022,PU,PCS : 2     WT : 20.00,PU#   3421713,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/8/2022 01:27,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/8/2022 02:29,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32416499 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3421733,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32412941 / 07/06/2022,PU,PCS : 1     WT : 20.00,PU#   3418176,AUTOMATION RV,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/6/2022 03:41,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : 7/7/2022 01:37,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32414656 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3419890,AUTOMATION RV,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/7/2022 03:38,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : 7/7/2022 04:40,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32416492 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3421726,AUTOMATION RV (F5505),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,,,,,,,,,,,,,,,           Shipment : 18        SubTotal PCS : 77        SubTotal WT :  522      ,           TotalShipment : 18        Total PCS : 77        Total WT :  522      

