TitleField1,TitleField2,TitleField3,TitleField4,TitleField5,SrAlias,ClientName,QNo,Site,PartDesc,Part,Field2,Field3,Field4,Field5,SerialNo,QuarantinedQty,PartLocation,NGLStockId,InboundDate,QuarantinedBy_Date,QuarantinedReason,CategoryName,QuarantinedOn1,QuarantineSource,CarrierName,TrackingNo,ASNRef,SubTotal,Total
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,6640,TEST FSL, ITEM001-0312-01, 00312-01, 00312-01, 00312-01, 00312-01, 00312-01, ,1,  101, 30990264, 03/11/2019,samyakqa         01/04/2020,Unexpected Receipt,,PU# - 6012325, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,7147,TEST FSL, PART 10327201, PART 10327201, , PART 10327201, PART 10327201, PART 10327201, PART 10327201,1,  DEFAULTBIN, , ,mobile         02/06/2020,Unexpected Receipt,,, Direct Quarantine,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,7150,TEST FSL, PART 10327201, PART 10327201, PART 10327201, PART 10327201, PART 10327201, PART 10327201, ,1,  DEFAULTBIN, , ,mobile         02/07/2020,Stock Out,,, Direct Quarantine,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,7151,TEST FSL, PART 10327202, PART 10327202, PART API 10327202, PART API 10327202, PART API 10327202, PART API 10327202, ,1,  DEFAULTBIN, , ,samyak         02/07/2020,Stock Out,MOBILE,WOI - 1136420, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,7152,TEST FSL, PART 10327201, PART 10327201, PART API 10327201, , PART API 10327201, PART API 10327201, ,1,  DEFAULTBIN, 31509410, 01/07/2020,samyak         02/07/2020,Stock Out,MOBILE,PU# - 6184708, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,7375,TEST FSL, ITEM001-0131-01, 00131-01, 00131-01, 00131-01, 00131-01, 00131-01, ,1,  DEFAULTBIN, , ,samyakqa         02/19/2020,Stock Out,MOBILE,WOI - 1145466, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,7376,TEST FSL, ITEM001-0131-01, 00131-01, 00131-01, 00131-01, 00131-01, 00131-01, ,1,  DEFAULTBIN, , ,samyakqa         02/19/2020,Stock Out,TEST,WOI - 1145466, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8063,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000304,1,  DEFAULTBIN, , ,samyak         04/01/2020,Stock Out,MOBILE,WOI - 1177364, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8064,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000305,1,  DEFAULTBIN, , ,samyakqa         04/01/2020,Stock Out,MOBILE,WOI - 1177367, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8065,TEST FSL, TEST PART 10327201, TEST PART 10327201, TEST1, TEST2, TEST3, TEST4, TEST5,1,  DEFAULTBIN, , ,mobile         04/01/2020,Stock Out,TEST,, Direct Quarantine,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8066,TEST FSL, PART 10327201, PART 10327201, PART API 10327201, , PART API 10327201, PART API 10327201, ,1,  DEFAULTBIN, , ,mobile         04/01/2020,Stock Out,MOBILE,WOI - 1177361, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8067,TEST FSL, PART 10327202, PART 10327202, PART API 10327202, PART API 10327202, PART API 10327202, PART API 10327202, ,1,  DEFAULTBIN, 30921488, 01/07/2019,samyakqa         04/01/2020,Stock Out,,WOI - 769276, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8068,TEST FSL, PART 10327201, PART 10327201, PART API 10327201, , PART API 10327201, PART API 10327201, ,1,  DEFAULTBIN, , ,samyakqa         04/01/2020,Stock Out,,WOI - 1177361, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8069,TEST FSL, PART 10327201, PART 10327201, PART API 10327201, , PART API 10327201, PART API 10327201, ,1,  DEFAULTBIN, , ,mobile         04/01/2020,Stock Out,,WOI - 1177361, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8070,TEST FSL, ITEM001-2020-10, 02020-10, 02020-09, 02020-09, 02020-09, 02020-10, ,1,  101, 31548204, 02/06/2020,samyakqa         04/01/2020,Stock Out,MOBILE,PU# - 6476947, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8498,TEST FSL, PART 10327201, PART 10327201, PART API 10327201, , PART API 10327201, PART API 10327201, ,1,  DEFAULTBIN, 31586601, 03/07/2020,samyakqa         04/26/2020,Stock Out,MOBILE,PU# - 6620649, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8647,TEST FSL, PART 10327201, PART 10327201, PART API 10327201, , PART API 10327201, PART API 10327201, ,1,  DEFAULTBIN, 31586601, 03/07/2020,samyakqa         05/11/2020,Stock Out,MOBILE,PU# - 6706938, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,8648,TEST FSL, PART 10327203, PART 10327203, PART API 10327203, PART API 10327203, PART API 10327203, PART API 10327203, 10000688,1,  DEFAULTBIN, 31657383, 05/04/2020,samyakqa         05/11/2020,Unexpected Receipt,MOBILE,PU# - 6706938, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,9422,TEST FSL, ITEM001-2020-26, 02020-26, 02020-26, 02020-26, 02020-26, 02020-26, ,1,  101, 31646743, 04/26/2020,samyakqa         06/13/2020,Stock Out,MOBILE,PU# - 6917128, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,10131,TEST FSL, ITEM001-0131-01, 00131-01, 00131-01, 00131-01, 00131-01, 00131-01, ,1,  DEFAULTBIN, , ,samyak         07/17/2020,Stock Out,MOBILE,WOI - 1280550, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,10631,TEST FSL, PART#1203-01, 1203-01, S120301, F/1203-01, F/1203-01, F/1203-01, 0,1,  DEFAULTBIN, , ,samyakqa         08/01/2020,Stock Out,MOBILE,WOI - 1292369, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,10632,TEST FSL, PART#202027.01, PART#202027.01, S-PART#202027.01, F-PART#202027.01, F#PART#202027.01, F/PART#202027.01, 0,1,  0702201801, 31533872, 01/27/2020,samyakqa         08/01/2020,Stock Out,MOBILE,WOI - 1125074, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,10633,TEST FSL, PART#202027.01, PART#202027.01, S-PART#202027.01, F-PART#202027.01, F#PART#202027.01, F/PART#202027.01, 0,1,  LAX, 31533871, 01/27/2020,samyakqa         08/01/2020,Stock Out,MOBILE,PU# - 7216468, Outbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,10634,TEST FSL, PART#202027.01, PART#202027.01, S-PART#202027.01, F-PART#202027.01, F#PART#202027.01, F/PART#202027.01, 0,1,  LAX, , ,mobile         08/01/2020,Stock Out,MOBILE,WOI - 1292376, Inbound,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11093,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000117,1,  DEFAULTBIN, 31509428, 01/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1107343, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11094,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000118,1,  DEFAULTBIN, 31509429, 01/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1107343, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11095,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000119,1,  DEFAULTBIN, 31509430, 01/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1107343, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11096,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000120,1,  DEFAULTBIN, 31509431, 01/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1107343, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11097,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000252,1,  DEFAULTBIN, 31586654, 03/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11098,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000253,1,  DEFAULTBIN, 31586655, 03/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11099,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000254,1,  DEFAULTBIN, 31586656, 03/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11100,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000255,1,  DEFAULTBIN, 31586657, 03/07/2020,samyak         08/19/2020,Stock Out,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11101,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000256,1,  DEFAULTBIN, 31586658, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11102,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000257,1,  DEFAULTBIN, 31586659, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11103,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000258,1,  DEFAULTBIN, 31586660, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11104,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000259,1,  DEFAULTBIN, 31586661, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11105,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000260,1,  DEFAULTBIN, 31586662, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11106,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000261,1,  DEFAULTBIN, 31586663, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11107,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000262,1,  DEFAULTBIN, 31586664, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11108,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000263,1,  DEFAULTBIN, 31586665, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11109,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000264,1,  DEFAULTBIN, 31586666, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11110,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000265,1,  DEFAULTBIN, 31586667, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11111,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000266,1,  DEFAULTBIN, 31586668, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11112,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000267,1,  DEFAULTBIN, 31586669, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11113,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000268,1,  DEFAULTBIN, 31586670, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11114,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000269,1,  DEFAULTBIN, 31586671, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11115,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000270,1,  DEFAULTBIN, 31586672, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11116,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000271,1,  DEFAULTBIN, 31586673, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11117,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000272,1,  DEFAULTBIN, 31586674, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11118,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000273,1,  DEFAULTBIN, 31586675, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11119,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000274,1,  DEFAULTBIN, 31586676, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11120,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000275,1,  DEFAULTBIN, 31586677, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11121,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000276,1,  DEFAULTBIN, 31586678, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11122,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000277,1,  DEFAULTBIN, 31586679, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11123,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000278,1,  DEFAULTBIN, 31586680, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11124,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000279,1,  DEFAULTBIN, 31586681, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11125,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000280,1,  DEFAULTBIN, 31586682, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11126,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000281,1,  DEFAULTBIN, 31586683, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11127,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000282,1,  DEFAULTBIN, 31586684, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11128,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000283,1,  DEFAULTBIN, 31586685, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11129,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000284,1,  DEFAULTBIN, 31586686, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11130,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000285,1,  DEFAULTBIN, 31586687, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11131,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000286,1,  DEFAULTBIN, 31586688, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
PART #,SERIAL#,FIELD 3#,FIELD 4#,FIELD 5#,SR#,TEST QA ACCOUNT #103272,11132,TEST FSL, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, PART 10327204, 10000287,1,  DEFAULTBIN, 31586689, 03/07/2020,samyak         08/19/2020,Unexpected Receipt,MOBILE,WOI - 1161101, FSL Inventory Report,,,,,170
